Symbol,Date,Close,Open,Bid,Ask,Last,Volume,AvgVolume,VolumeFirstMinute
BFI,2020-12-21 14:30:00,0,0,14.91,14.91,14.91,106,,106
BFI,2020-12-21 14:31:00,0,0,14.96,14.96,14.96,19,,106
BFI,2020-12-21 14:32:00,0,0,15.13,15.13,15.13,21,,106
BFI,2020-12-21 14:33:00,0,0,15.35,15.35,15.35,13,,106
BFI,2020-12-21 14:34:00,0,0,15.3,15.3,15.3,12,,106
BFI,2020-12-21 14:35:00,0,0,15.26,15.26,15.26,164,,106
BFI,2020-12-21 14:36:00,0,0,15.19,15.19,15.19,13,,106
BFI,2020-12-21 14:37:00,0,0,15.27,15.27,15.27,19,,106
BFI,2020-12-21 14:38:00,0,0,15.2,15.2,15.2,63,,106
BFI,2020-12-21 14:39:00,0,0,15.24,15.24,15.24,8,,106
BFI,2020-12-21 14:40:00,0,0,15.49,15.49,15.49,134,,106
BFI,2020-12-21 14:41:00,0,0,15.59,15.59,15.59,4,,106
BFI,2020-12-21 14:42:00,0,0,15.47,15.47,15.47,7,,106
BFI,2020-12-21 14:43:00,0,0,15.55,15.55,15.55,9,,106
BFI,2020-12-21 14:44:00,0,0,15.71,15.71,15.71,19,,106
BFI,2020-12-21 14:45:00,0,0,15.96,15.96,15.96,7,,106
BFI,2020-12-21 14:46:00,0,0,15.74,15.74,15.74,27,,106
BFI,2020-12-21 14:47:00,0,0,15.71,15.71,15.71,2,,106
BFI,2020-12-21 14:48:00,0,0,15.72,15.72,15.72,9,,106
BFI,2020-12-21 14:49:00,0,0,15.62,15.62,15.62,13,,106
BFI,2020-12-21 14:50:00,0,0,15.55,15.55,15.55,10,,106
BFI,2020-12-21 14:51:00,0,0,15.61,15.61,15.61,8,,106
BFI,2020-12-21 14:52:00,0,0,15.65,15.65,15.65,9,,106
BFI,2020-12-21 14:53:00,0,0,15.59,15.59,15.59,14,,106
BFI,2020-12-21 14:54:00,0,0,15.54,15.54,15.54,10,,106
BFI,2020-12-21 14:55:00,0,0,15.55,15.55,15.55,4,,106
BFI,2020-12-21 14:56:00,0,0,15.5,15.5,15.5,6,,106
BFI,2020-12-21 14:57:00,0,0,15.47,15.47,15.47,15,,106
BFI,2020-12-21 14:58:00,0,0,15.5,15.5,15.5,27,,106
BFI,2020-12-21 14:59:00,0,0,15.43,15.43,15.43,,,106
BFI,2020-12-21 15:00:00,0,0,15.3,15.3,15.3,18,,106
BFI,2020-12-21 15:01:00,0,0,15.33,15.33,15.33,,,106
BFI,2020-12-21 15:02:00,0,0,15.33,15.33,15.33,,,106
BFI,2020-12-21 15:03:00,0,0,15.36,15.36,15.36,3,,106
BFI,2020-12-21 15:04:00,0,0,15.32,15.32,15.32,2,,106
BFI,2020-12-21 15:05:00,0,0,15.16,15.16,15.16,23,,106
BFI,2020-12-21 15:06:00,0,0,15.16,15.16,15.16,9,,106
