Symbol,Date,Close,Open,Bid,Ask,Last,Volume,AvgVolume,VolumeFirstMinute
ASO,2020-10-02 16:39:00,0,0,12.1,12.1,12.1,21922,,
ASO,2020-10-02 16:40:00,0,0,12.2,12.2,12.2,2023,,
ASO,2020-10-02 16:41:00,0,0,12.21,12.21,12.21,2542,,
ASO,2020-10-02 16:42:00,0,0,12.4,12.4,12.4,2115,,
ASO,2020-10-02 16:43:00,0,0,12.33,12.33,12.33,853,,
ASO,2020-10-02 16:44:00,0,0,12.38,12.38,12.38,963,,
ASO,2020-10-02 16:45:00,0,0,12.43,12.43,12.43,1381,,
ASO,2020-10-02 16:46:00,0,0,12.24,12.24,12.24,781,,
ASO,2020-10-02 16:47:00,0,0,12.35,12.35,12.35,1939,,
ASO,2020-10-02 16:48:00,0,0,12.37,12.37,12.37,375,,
ASO,2020-10-02 16:49:00,0,0,12.38,12.38,12.38,1546,,
ASO,2020-10-02 16:50:00,0,0,12.51,12.51,12.51,1551,,
ASO,2020-10-02 16:51:00,0,0,12.49,12.49,12.49,806,,
ASO,2020-10-02 16:52:00,0,0,12.5,12.5,12.5,333,,
ASO,2020-10-02 16:53:00,0,0,12.53,12.53,12.53,634,,
ASO,2020-10-02 16:54:00,0,0,12.5,12.5,12.5,783,,
ASO,2020-10-02 16:55:00,0,0,12.52,12.52,12.52,990,,
ASO,2020-10-02 16:56:00,0,0,12.55,12.55,12.55,330,,
ASO,2020-10-02 16:57:00,0,0,12.52,12.52,12.52,275,,
ASO,2020-10-02 16:58:00,0,0,12.53,12.53,12.53,748,,
ASO,2020-10-02 16:59:00,0,0,12.53,12.53,12.53,635,,
ASO,2020-10-02 17:00:00,0,0,12.56,12.56,12.56,637,,
ASO,2020-10-02 17:01:00,0,0,12.59,12.59,12.59,399,,
ASO,2020-10-02 17:02:00,0,0,12.56,12.56,12.56,273,,
ASO,2020-10-02 17:03:00,0,0,12.56,12.56,12.56,78,,
ASO,2020-10-02 17:04:00,0,0,12.51,12.51,12.51,626,,
ASO,2020-10-02 17:05:00,0,0,12.38,12.38,12.38,146,,
ASO,2020-10-02 17:06:00,0,0,12.4,12.4,12.4,208,,
ASO,2020-10-02 17:07:00,0,0,12.51,12.51,12.51,292,,
ASO,2020-10-02 17:08:00,0,0,12.48,12.48,12.48,48,,
ASO,2020-10-02 17:09:00,0,0,12.54,12.54,12.54,188,,
ASO,2020-10-02 17:10:00,0,0,12.54,12.54,12.54,44,,
ASO,2020-10-02 17:11:00,0,0,12.51,12.51,12.51,126,,
ASO,2020-10-02 17:12:00,0,0,12.57,12.57,12.57,684,,
ASO,2020-10-02 17:13:00,0,0,12.62,12.62,12.62,112,,
ASO,2020-10-02 17:14:00,0,0,12.59,12.59,12.59,307,,
ASO,2020-10-02 17:15:00,0,0,12.57,12.57,12.57,94,,
ASO,2020-10-02 17:16:00,0,0,12.57,12.57,12.57,55,,
ASO,2020-10-02 17:17:00,0,0,12.56,12.56,12.56,54,,
ASO,2020-10-02 17:18:00,0,0,12.56,12.56,12.56,17,,
ASO,2020-10-02 17:19:00,0,0,12.56,12.56,12.56,94,,
ASO,2020-10-02 17:20:00,0,0,12.55,12.55,12.55,91,,
ASO,2020-10-02 17:21:00,0,0,12.57,12.57,12.57,65,,
ASO,2020-10-02 17:22:00,0,0,12.59,12.59,12.59,354,,
ASO,2020-10-02 17:23:00,0,0,12.6,12.6,12.6,178,,
ASO,2020-10-02 17:24:00,0,0,12.6,12.6,12.6,244,,
ASO,2020-10-02 17:25:00,0,0,12.6,12.6,12.6,177,,
ASO,2020-10-02 17:26:00,0,0,12.56,12.56,12.56,159,,
ASO,2020-10-02 17:27:00,0,0,12.58,12.58,12.58,108,,
ASO,2020-10-02 17:28:00,0,0,12.62,12.62,12.62,712,,
ASO,2020-10-02 17:29:00,0,0,12.72,12.72,12.72,670,,
ASO,2020-10-02 17:30:00,0,0,12.75,12.75,12.75,380,,
ASO,2020-10-02 17:31:00,0,0,12.61,12.61,12.61,535,,
ASO,2020-10-02 17:32:00,0,0,12.61,12.61,12.61,117,,
ASO,2020-10-02 17:33:00,0,0,12.63,12.63,12.63,40,,
ASO,2020-10-02 17:34:00,0,0,12.63,12.63,12.63,23,,
ASO,2020-10-02 17:35:00,0,0,12.64,12.64,12.64,128,,
ASO,2020-10-02 17:36:00,0,0,12.65,12.65,12.65,17,,
ASO,2020-10-02 17:37:00,0,0,12.69,12.69,12.69,139,,
ASO,2020-10-02 17:38:00,0,0,12.71,12.71,12.71,44,,
ASO,2020-10-02 17:39:00,0,0,12.69,12.69,12.69,10,,
ASO,2020-10-02 17:40:00,0,0,12.66,12.66,12.66,16,,
ASO,2020-10-02 17:41:00,0,0,12.67,12.67,12.67,199,,
ASO,2020-10-02 17:42:00,0,0,12.68,12.68,12.68,15,,
ASO,2020-10-02 17:43:00,0,0,12.7,12.7,12.7,123,,
ASO,2020-10-02 17:44:00,0,0,12.69,12.69,12.69,35,,
ASO,2020-10-02 17:45:00,0,0,12.7,12.7,12.7,892,,
