Financial Instrument,Volume ($),Shortable,Average Volume,Bid,Ask,Average Volume ($),
ZM,SMART,USD,,,3135800.0,351.18,355.11,,
F,SMART,USD,240122.0,NoMD,80228900.00,13.38,13.44,1082287861.00,
JNJ,SMART,USD,,,6129900.0,175.50,176.60,,
GS,SMART,USD,,,2607400.0,405.00,410.50,,
QCOM,SMART,USD,133200.0,NoMD,7198100.0,147.13,148.25,1065318800.00,
UPST,SMART,USD,264303.0,NoMD,5127100.0,200.92,202.50,1042390701.00,
ORCL,SMART,USD,,,11267800.00,88.80,91.55,,
CVX,SMART,USD,202840.0,NoMD,9764300.0,101.39,101.66,990295306.00,
MS,SMART,USD,,,9478400.0,102.50,103.85,,
AMAT,SMART,USD,388200.0,NoMD,7493900.0,129.00,129.71,969710660.00,
GME,SMART,USD,178244.0,NoMD,5768800.0,161.00,164.00,934776352.00,
TWTR,SMART,USD,19350.0,NoMD,13809800.00,64.08,64.67,890732100.00,
RBLX,SMART,USD,598459.0,NoMD,10416600.00,84.20,84.50,878015214.00,
LLY,SMART,USD,,,3278400.0,264.00,285.00,,
CMCSA,SMART,USD,,,14566800.00,59.32,59.59,,
VZ,SMART,USD,,,15376000.00,55.75,55.98,,
UBER,SMART,USD,42100.0,NoMD,20294700.00,42.02,42.20,854406870.00,
PTON,SMART,USD,,,7687900.0,109.98,110.88,,
GM,SMART,USD,117524.0,NoMD,15854600.00,53.30,53.40,846952732.00,
MRK,SMART,USD,,,11027000.00,76.44,76.83,,
TGT,SMART,USD,,,3184200.0,258.72,264.00,,
TMO,SMART,USD,,,1527900.0,535.89,559.71,,
COST,SMART,USD,,,1821000.0,446.50,449.00,,
CRWD,SMART,USD,,,3325600.0,242.10,245.80,,
KO,SMART,USD,68664.0,NoMD,13870700.00,57.17,57.22,793681454.00,
DOCU,SMART,USD,,,2663300.0,290.72,299.06,,
FCX,SMART,USD,757190.0,NoMD,20978700.00,36.85,37.15,782505510.00,
DHR,SMART,USD,,,2381800.0,308.29,320.13,,
ABT,SMART,USD,,,6055900.0,122.48,123.80,,
AVGO,SMART,USD,,,1529100.0,460.80,516.00,,
DKNG,SMART,USD,26655.0,NoMD,13628400.00,52.82,53.32,726530004.00,
CLF,SMART,USD,40800.0,NoMD,28520600.00,25.41,26.00,727275300.00,
NOW,SMART,USD,,,1224700.0,581.40,637.95,,
TXN,SMART,USD,,,3806500.0,187.55,193.00,,
ABBV,SMART,USD,,,6109300.0,116.07,117.00,,
LRCX,SMART,USD,,,1215300.0,575.00,584.99,,
CCL,SMART,USD,486864.0,NoMD,31304400.00,22.53,22.61,705601176.00,
PEP,SMART,USD,,,4493400.0,155.50,157.67,,
MELI,SMART,USD,,,375500.0,1822.00,1894.05,,
BIIB,SMART,USD,102543.0,NoMD,2015700.0,340.00,342.00,688986417.00,
HON,SMART,USD,,,2946500.0,229.15,234.89,,
LOW,SMART,USD,,,3562100.0,188.54,190.51,,
DE,SMART,USD,,,1730600.0,374.11,394.51,,
BKNG,SMART,USD,,,297600.0,2028.65,2299.92,,
PLUG,SMART,USD,661445.0,NoMD,26012100.00,25.14,25.23,654204315.00,
MSTR,SMART,USD,,,897900.0,738.00,750.00,,
DASH,SMART,USD,,,3263800.0,190.00,196.78,,
SBUX,SMART,USD,116550.0,NoMD,5432800.0,116.33,116.46,633192840.00,
UNP,SMART,USD,,,2763300.0,221.11,229.90,,
X,SMART,USD,227362.0,NoMD,21748900.00,28.40,28.89,625933342.00,
AAL,SMART,USD,179725.0,NoMD,31465400.00,19.72,19.80,621441650.00,
CHTR,SMART,USD,,,804000.0,650.00,,,
PINS,SMART,USD,206867.0,NoMD,11063400.00,55.70,55.78,618554694.00,
TWLO,SMART,USD,,,1685000.0,350.01,375.30,,
AON,SMART,USD,,,2217600.0,190.00,300.00,,
IBM,SMART,USD,,,4269900.0,140.00,144.56,,
ACN,SMART,USD,,,1881900.0,316.00,,,
INTU,SMART,USD,,,1122200.0,526.31,553.97,,
VIAC,SMART,USD,,,15417500.00,39.01,39.34,,
UPS,SMART,USD,77552.0,NoMD,3104100.0,191.30,198.00,601822908.00,
NEE,SMART,USD,,,7205200.0,82.64,83.50,,
BMY,SMART,USD,,,8852000.0,66.70,67.98,,
FDX,SMART,USD,,,2155100.0,272.20,278.97,,
AXP,SMART,USD,49740.0,NoMD,3525800.0,165.00,173.46,584577640.00,
MCD,SMART,USD,,,2439500.0,238.50,239.00,,
SPGI,SMART,USD,,,1304900.0,428.21,454.65,,
TMUS,SMART,USD,,,3966600.0,142.65,145.37,,
BRK A,SMART,USD,,,1314.0,400000.00,445999.00,,
UAL,SMART,USD,27642.0,NoMD,12361300.00,46.05,46.26,569485091.00,
AMGN,SMART,USD,,,2423000.0,228.55,230.74,,
CMG,SMART,USD,,,292300.0,1660.05,2100.00,,
COF,SMART,USD,195305.0,NoMD,3097800.0,176.80,178.20,550014390.00,
ASML,SMART,USD,706248.0,NoMD,700500.0,787.83,788.29,549696360.00,
ETSY,SMART,USD,,,2854000.0,186.44,193.23,,
EBAY,SMART,USD,147140.0,NoMD,7341000.0,73.11,73.90,540077370.00,
ATVI,SMART,USD,25002.0,NoMD,6434600.0,83.16,83.80,536259564.00,
CVS,SMART,USD,33920.0,NoMD,6187800.0,84.00,84.70,524725439.00,
MDT,SMART,USD,,,4063100.0,124.07,129.75,,
WISH,SMART,USD,2521792.0,NoMD,71504100.00,7.25,7.28,520549848.00,
CVNA,SMART,USD,,,1438000.0,330.00,370.00,,
ADI,SMART,USD,,,3033700.0,167.30,188.93,,
SCHW,SMART,USD,,,6966800.0,72.85,74.96,,
NXPI,SMART,USD,,,2339900.0,211.53,220.34,,
SAVA,SMART,USD,109800.0,NoMD,4122000.0,117.00,118.13,502884000.00,
ISRG,SMART,USD,,,496300.0,999.50,1028.62,,
BLK,SMART,USD,,,537300.0,839.51,,,
CLOV,SMART,USD,219079.0,NoMD,57486600.00,8.33,8.37,478863378.00,
VRTX,SMART,USD,,,2459100.0,194.20,195.88,,
VSCO,SMART,USD,,,6317700.0,72.80,81.44,,
DAL,SMART,USD,83076.0,NoMD,11830800.00,39.56,39.65,468026448.00,
FISV,SMART,USD,,,4178100.0,108.45,111.99,,
RIOT,SMART,USD,418380.0,NoMD,12677600.00,36.70,36.88,465267920.00,
COP,SMART,USD,,,8210000.0,54.20,56.66,,
REGN,SMART,USD,,,733700.0,607.86,640.00,,
BX,SMART,USD,,,3982000.0,113.20,115.70,,
RTX,SMART,USD,34880.0,NoMD,5222100.0,87.20,89.01,455367120.00,
GILD,SMART,USD,,,6355100.0,70.60,71.16,,
TJX,SMART,USD,,,6255200.0,69.30,71.00,,
W,SMART,USD,,,1393800.0,270.00,320.10,,
OXY,SMART,USD,241392.0,NoMD,16754400.00,25.51,25.66,430252992.00,
NUE,SMART,USD,479700.0,NoMD,3496400.0,123.21,126.19,430057200.00,
ENPH,SMART,USD,,,2456700.0,172.00,182.29,,
PM,SMART,USD,,,4204600.0,98.26,102.00,,
U,SMART,USD,254620.0,NoMD,3306400.0,125.77,127.99,420937784.00,
TEAM,SMART,USD,,,1245500.0,317.77,,,
ZS,SMART,USD,,,1708300.0,236.06,264.94,,
MMM,SMART,USD,,,2084900.0,196.00,202.27,,
BB,SMART,USD,30690.0,NoMD,41716200.00,9.89,9.96,412990380.00,
MRVL,SMART,USD,,,6864000.0,59.51,62.11,,
BYND,SMART,USD,60700.0,NoMD,3383300.0,121.00,124.44,410732620.00,
NET,SMART,USD,,,3329200.0,121.00,125.00,,
OKTA,SMART,USD,,,1715200.0,231.01,241.88,,
CI,SMART,USD,,,1909300.0,206.00,218.00,,
ALGN,SMART,USD,,,580300.0,670.70,713.12,,
LMT,SMART,USD,107700.0,NoMD,1107300.0,358.58,361.00,397520700.00,
NCLH,SMART,USD,204512.0,NoMD,16096800.00,24.63,24.71,396625152.00,
ANTM,SMART,USD,,,1073500.0,354.35,367.49,,
MDLZ,SMART,USD,,,6186700.0,62.03,66.10,,
MARA,SMART,USD,408840.0,NoMD,11445000.00,33.90,34.04,389931150.00,
DG,SMART,USD,,,1645600.0,231.40,239.05,,
LULU,SMART,USD,,,947200.0,402.00,423.83,,
MPC,SMART,USD,5900.0,NoMD,6486800.0,58.06,60.00,382721200.00,
TTD,SMART,USD,,,4704900.0,80.20,81.10,,
NEM,SMART,USD,,,6454500.0,58.36,59.89,,
PXD,SMART,USD,,,2467700.0,145.17,168.32,,
FIS,SMART,USD,13180.0,NoMD,2815700.0,131.05,133.38,371109260.00,
DXCM,SMART,USD,,,752400.0,477.84,503.68,,
WDAY,SMART,USD,,,1560900.0,229.31,243.45,,
ADSK,SMART,USD,,,1109700.0,302.03,350.00,,
RH,SMART,USD,,,507800.0,696.31,747.72,,
PANW,SMART,USD,37400.0,NoMD,975200.0,361.67,383.82,364724800.00,
TDOC,SMART,USD,72695.0,NoMD,2500400.0,143.90,146.00,363533156.00,
DDOG,SMART,USD,,,2669300.0,130.00,139.86,,
GPN,SMART,USD,51594.0,NoMD,2060200.0,167.30,171.99,354313196.00,
NTLA,SMART,USD,,,2276100.0,152.70,164.35,,
ZTS,SMART,USD,,,1744700.0,196.81,208.13,,
HUM,SMART,USD,,,852700.0,397.66,422.17,,
LUV,SMART,USD,25010.0,NoMD,6996900.0,49.67,50.40,349984938.00,
CB,SMART,USD,,,1914400.0,135.00,,,
KLAC,SMART,USD,32741.0,NoMD,1057000.0,327.40,340.56,346072370.00,
AA,SMART,USD,35920.0,NoMD,7636600.0,44.48,45.08,342883340.00,
RCL,SMART,USD,,,4289500.0,77.70,78.99,,
SHW,SMART,USD,,,1098800.0,296.69,310.00,,
EXPE,SMART,USD,,,2239900.0,144.38,150.77,,
BDX,SMART,USD,,,1348100.0,240.00,276.60,,
ILMN,SMART,USD,,,641000.0,480.00,529.98,,
WLTW,SMART,USD,,,1509700.0,200.00,,,
SPLK,SMART,USD,,,2241700.0,135.00,150.00,,
TLRY,SMART,USD,50540.0,NoMD,24803000.00,13.31,13.45,329879900.00,
USB,SMART,USD,29000.0,NoMD,5682400.0,57.20,58.89,329579200.00,
XLNX,SMART,USD,,,2240600.0,145.01,148.56,,
MO,SMART,USD,,,6753700.0,48.49,48.60,,
GNRC,SMART,USD,,,790300.0,400.00,426.39,,
HCA,SMART,USD,,,1342500.0,235.24,249.73,,
NSC,SMART,USD,,,1209600.0,262.92,274.72,,
EL,SMART,USD,,,986400.0,316.22,332.20,,
ADP,SMART,USD,,,1482100.0,213.51,219.28,,
CL,SMART,USD,,,3979100.0,79.30,79.93,,
CHWY,SMART,USD,,,3298100.0,92.50,96.86,,
SLB,SMART,USD,,,11076400.00,28.08,28.36,,
PENN,SMART,USD,14402.0,NoMD,4344700.0,70.00,71.51,312861847.00,
MET,SMART,USD,,,4974900.0,61.90,63.04,,
TFC,SMART,USD,,,5417500.0,56.80,58.49,,
GOLD,SMART,USD,138176.0,NoMD,15254400.00,20.26,20.32,309969408.00,
EOG,SMART,USD,,,4544500.0,66.45,69.15,,
KR,SMART,USD,,,7210300.0,41.59,43.50,,
KMB,SMART,USD,,,2244400.0,134.01,138.20,,
SPOT,SMART,USD,,,1447800.0,210.10,214.36,,
SYK,SMART,USD,,,1160400.0,258.92,265.00,,
RUN,SMART,USD,18800.0,NoMD,6519400.0,46.00,47.77,306411800.00,
DUK,SMART,USD,,,2868000.0,104.40,107.20,,
DHI,SMART,USD,,,3074000.0,96.00,98.40,,
DVN,SMART,USD,,,10705100.00,27.01,28.92,,
Z,SMART,USD,38564.0,NoMD,3108500.0,96.22,98.95,299690485.00,
PNC,SMART,USD,,,1571700.0,183.61,196.84,,
MMC,SMART,USD,,,1954500.0,148.07,155.78,,
EA,SMART,USD,27600.0,NoMD,2124300.0,138.50,139.89,293153400.00,
CZR,SMART,USD,,,3204500.0,86.50,91.99,,
LYFT,SMART,USD,,,5462800.0,52.00,54.09,,
DPZ,SMART,USD,,,563900.0,467.33,522.60,,
FUBO,SMART,USD,111462.0,NoMD,10197300.00,28.30,28.75,291438834.00,
PGR,SMART,USD,9666.0,NoMD,3006900.0,95.10,98.30,290646954.00,
HPQ,SMART,USD,63866.0,NoMD,9967200.0,29.03,29.08,289347816.00,
LVS,SMART,USD,99775.0,NoMD,7199800.0,39.61,39.90,287344018.00,
BSX,SMART,USD,,,6472900.0,42.60,45.09,,
KSU,SMART,USD,,,976600.0,172.00,296.00,,
MTCH,SMART,USD,13625.0,NoMD,2096400.0,134.00,138.90,285634500.00,
CTSH,SMART,USD,,,3675700.0,74.54,78.95,,
WBA,SMART,USD,,,5775900.0,49.10,49.90,,
INFO,SMART,USD,,,2369100.0,,124.00,,
FTNT,SMART,USD,,,912900.0,303.00,320.48,,
ICE,SMART,USD,,,2415400.0,116.20,117.50,,
JCI,SMART,USD,,,3870300.0,70.90,75.21,,
SWKS,SMART,USD,128121.0,NoMD,1539200.0,182.05,184.90,281719776.00,
AZO,SMART,USD,,,174600.0,,,,
MAR,SMART,USD,,,2078900.0,130.30,136.50,,
HUBS,SMART,USD,,,417300.0,649.35,699.60,,
MDB,SMART,USD,,,734700.0,340.00,390.05,,
A,SMART,USD,,,1737900.0,154.12,,,
ETN,SMART,USD,,,1636600.0,159.06,170.68,,
CARR,SMART,USD,162922.0,NoMD,4862900.0,54.46,60.00,273197722.00,
URI,SMART,USD,,,768000.0,343.10,356.50,,
VLO,SMART,USD,,,4093200.0,64.23,68.00,,
MCHP,SMART,USD,,,1786100.0,147.41,152.20,,
M,SMART,USD,,,14238900.00,18.63,19.38,,
EW,SMART,USD,,,2373500.0,109.53,115.20,,
NUAN,SMART,USD,,,4886000.0,54.57,54.90,,
HBAN,SMART,USD,,,17624600.00,14.83,15.41,,
DOW,SMART,USD,,,4189700.0,62.41,64.50,,
COUP,SMART,USD,,,1237100.0,210.05,216.97,,
RNG,SMART,USD,,,1043000.0,246.00,280.00,,
PH,SMART,USD,29147.0,NoMD,904200.0,285.17,291.53,263547174.00,
SYF,SMART,USD,5150.0,NoMD,5108700.0,46.40,51.50,263098050.00,
NOC,SMART,USD,,,723700.0,353.78,372.41,,
WYNN,SMART,USD,,,2748500.0,95.00,95.45,,
SO,SMART,USD,,,4001500.0,64.70,66.19,,
ALB,SMART,USD,421740.0,NoMD,1104700.0,227.76,232.91,258831210.00,
D,SMART,USD,,,3297100.0,76.37,78.30,,
DISCA,SMART,USD,,,9012900.0,28.25,29.06,,
ORLY,SMART,USD,,,429400.0,526.49,,,
WDC,SMART,USD,,,3995400.0,61.93,64.17,,
MGM,SMART,USD,,,6228900.0,40.00,40.50,,
ROST,SMART,USD,,,2008100.0,122.20,126.65,,
CSX,SMART,USD,,,7384600.0,33.55,34.30,,
DLTR,SMART,USD,,,2452800.0,99.54,104.00,,
CMI,SMART,USD,,,1045700.0,235.00,245.43,,
LEN,SMART,USD,,,2297700.0,103.00,110.00,,
ECL,SMART,USD,,,1121500.0,217.75,220.85,,
BK,SMART,USD,,,4607100.0,52.99,56.89,,
HLT,SMART,USD,,,2026800.0,121.00,123.60,,
SOFI,SMART,USD,1220313.0,NoMD,16508800.00,15.00,15.05,247797088.00,
AEP,SMART,USD,,,2750900.0,87.50,90.10,,
MCK,SMART,USD,,,1243200.0,192.80,203.66,,
LCID,SMART,USD,415996.0,NoMD,10636100.00,23.19,23.24,247182964.00,
QS,SMART,USD,65550.0,NoMD,11271300.00,21.85,21.97,246277905.00,
CLX,SMART,USD,,,1460500.0,167.44,169.75,,
CNC,SMART,USD,,,3892000.0,62.10,65.70,,
BBY,SMART,USD,,,2156700.0,113.50,117.00,,
BBWI,SMART,USD,,,4003200.0,,66.00,,
ON,SMART,USD,,,5572900.0,43.12,43.63,,
DFS,SMART,USD,,,1775300.0,131.57,138.93,,
EMR,SMART,USD,,,2314300.0,101.69,104.00,,
ULTA,SMART,USD,,,642000.0,362.05,381.47,,
KMI,SMART,USD,,,13798400.00,17.01,17.60,,
IQV,SMART,USD,,,955600.0,237.42,254.56,,
IDXX,SMART,USD,,,351500.0,650.00,770.00,,
DRI,SMART,USD,,,1660500.0,139.39,142.50,,
ROK,SMART,USD,,,737000.0,305.88,320.96,,
TTWO,SMART,USD,,,1450000.0,156.80,160.30,,
APD,SMART,USD,,,829600.0,275.53,,,
ICLR,SMART,USD,,,968800.0,,,,
LHX,SMART,USD,,,1003200.0,221.63,236.93,,
SIVB,SMART,USD,,,395900.0,58.00,,,
CME,SMART,USD,,,1109300.0,204.45,208.40,,
BILL,SMART,USD,,,1103800.0,175.00,241.00,,
GXO,SMART,USD,,,2903500.0,68.00,,,
BTBT,SMART,USD,321789.0,NoMD,15772300.00,14.40,14.45,227594289.00,
PSX,SMART,USD,,,3062800.0,69.24,78.00,,
MXIM,SMART,USD,,,2265700.0,97.77,101.41,,
MCO,SMART,USD,,,590900.0,370.32,390.17,,
EXC,SMART,USD,,,4635000.0,47.75,48.45,,
OCGN,SMART,USD,132219.0,NoMD,29976100.00,7.43,7.50,223921467.00,
ALL,SMART,USD,,,1644300.0,120.33,143.60,,
SEDG,SMART,USD,,,780100.0,275.90,292.23,,
FIVN,SMART,USD,,,1170100.0,184.74,192.97,,
FTV,SMART,USD,,,2883600.0,74.34,78.16,,
DD,SMART,USD,,,2829900.0,76.42,78.50,,
YUM,SMART,USD,,,1608000.0,132.63,138.33,,
CNI,SMART,USD,,,2019300.0,100.00,114.65,,
SNPS,SMART,USD,,,739300.0,283.74,301.18,,
LH,SMART,USD,30258.0,,715400.0,150.00,,216465731.00,
BAX,SMART,USD,,,2890400.0,73.00,75.40,,
TT,SMART,USD,,,1121600.0,178.09,,,
AIG,SMART,USD,,,3923200.0,54.10,54.96,,
STZ,SMART,USD,,,984800.0,210.12,217.94,,
SRE,SMART,USD,,,1567400.0,131.29,137.55,,
MRO,SMART,USD,,,17277200.00,11.90,12.10,,
CERN,SMART,USD,,,2617300.0,72.19,85.25,,
BBBY,SMART,USD,,,7441500.0,27.08,29.10,,
MSCI,SMART,USD,,,327900.0,485.00,666.00,,
SAM,SMART,USD,,,325500.0,614.50,652.10,,
AFRM,SMART,USD,79248.0,NoMD,3121700.0,64.00,68.55,206157068.00,
VEEV,SMART,USD,,,640200.0,310.13,330.75,,
TEL,SMART,USD,,,1348800.0,136.00,158.46,,
ITW,SMART,USD,,,880700.0,230.18,236.70,,
FSLY,SMART,USD,,,4861200.0,42.05,42.49,,
TROW,SMART,USD,,,949000.0,208.76,220.69,,
APTV,SMART,USD,,,1236200.0,162.00,179.00,,
CROX,SMART,USD,102900.0,NoMD,1386600.0,146.00,150.17,203830200.00,
VFC,SMART,USD,,,2502300.0,78.90,84.00,,
STX,SMART,USD,90680.0,NoMD,2221900.0,90.97,91.50,201481892.00,
ROP,SMART,USD,,,415800.0,,,,
ZBH,SMART,USD,,,1368300.0,142.14,149.40,,
GIS,SMART,USD,,,3336900.0,58.70,60.33,,
PRU,SMART,USD,,,1840300.0,104.70,110.62,,
CFG,SMART,USD,,,4400700.0,44.03,44.77,,
SYY,SMART,USD,,,2471500.0,77.80,79.80,,
FLT,SMART,USD,,,747900.0,254.99,270.50,,
IT,SMART,USD,,,642300.0,243.10,326.54,,
IFF,SMART,USD,,,1239200.0,153.80,160.79,,
KSS,SMART,USD,,,3548300.0,54.10,55.70,,
CDNS,SMART,USD,,,1265200.0,150.00,155.00,,
XELA,SMART,USD,159528.0,NoMD,69342900.00,2.76,2.77,191386404.00,
PPG,SMART,USD,,,1126900.0,165.56,172.62,,
DELL,SMART,USD,,,1909000.0,99.10,100.49,,
AFL,SMART,USD,,,3322800.0,56.51,57.80,,
BLL,SMART,USD,,,2133100.0,88.00,90.60,,
MNST,SMART,USD,,,1922200.0,95.09,99.86,,
FTCH,SMART,USD,,,4257600.0,44.00,47.50,,
WM,SMART,USD,,,1245500.0,150.20,151.50,,
OTIS,SMART,USD,127232.0,NoMD,2054900.0,90.76,90.89,186749312.00,
ZI,SMART,USD,,,2985100.0,61.71,64.27,,
GD,SMART,USD,,,936200.0,190.00,201.49,,
SWK,SMART,USD,,,925600.0,178.09,220.00,,
KDP,SMART,USD,,,5374900.0,33.54,35.15,,
TSCO,SMART,USD,,,949200.0,190.40,200.04,,
ALLY,SMART,USD,,,3373300.0,54.00,54.49,,
FSLR,SMART,USD,,,1876000.0,94.90,96.30,,
FITB,SMART,USD,,,4701200.0,38.10,39.50,,
APH,SMART,USD,,,2444800.0,73.06,75.08,,
LAD,SMART,USD,,,480700.0,363.15,386.42,,
CPNG,SMART,USD,117130.0,NoMD,5223500.0,34.27,34.60,179949575.00,
DKS,SMART,USD,,,1650400.0,105.67,111.70,,
GPS,SMART,USD,,,6227000.0,28.20,29.53,,
HOLX,SMART,USD,,,2332200.0,69.00,79.00,,
LYB,SMART,USD,,,1691800.0,96.69,105.07,,
PAYC,SMART,USD,,,383300.0,397.19,554.60,,
PATH,SMART,USD,,,2855200.0,61.90,63.50,,
DDD,SMART,USD,51289.0,NoMD,5860700.0,30.15,30.45,176817319.00,
ODFL,SMART,USD,,,628500.0,270.50,283.42,,
KHC,SMART,USD,103032.0,NoMD,4621600.0,37.88,38.19,176360256.00,
DECK,SMART,USD,,,401200.0,,,,
ASAN,SMART,USD,,,2277600.0,74.30,78.00,,
EPAM,SMART,USD,,,286100.0,1.00,,,
HAL,SMART,USD,8000.0,NoMD,8646000.0,19.33,20.53,172920000.00,
LYV,SMART,USD,,,2115800.0,79.68,82.44,,
LBRDK,SMART,USD,,,939200.0,178.04,188.38,,
STT,SMART,USD,9060.0,NoMD,1896300.0,89.77,91.80,171804780.00,
PAYX,SMART,USD,,,1461400.0,115.20,117.62,,
TRV,SMART,USD,,,1091100.0,151.62,160.43,,
BAM,SMART,USD,,,3008100.0,54.69,57.01,,
QRVO,SMART,USD,,,898200.0,185.01,190.50,,
CTAS,SMART,USD,,,434200.0,382.09,394.89,,
GLW,SMART,USD,,,4176100.0,40.10,40.70,,
PFPT,SMART,USD,,,959400.0,174.11,175.85,,
WKHS,SMART,USD,16992.0,NoMD,17771600.00,9.37,9.45,167763904.00,
CRL,SMART,USD,,,404800.0,,,,
APPS,SMART,USD,306992.0,NoMD,3030700.0,54.81,54.97,166142974.00,
BLDR,SMART,USD,,,3207300.0,48.50,53.01,,
CP,SMART,USD,,,2278600.0,65.00,77.56,,
BKR,SMART,USD,6468.0,NoMD,7657100.0,21.50,22.20,165087076.00,
WMB,SMART,USD,4960.0,NoMD,6641200.0,24.77,25.40,164701760.00,
XEL,SMART,USD,,,2373300.0,63.65,70.30,,
CRSP,SMART,USD,,,1291700.0,125.00,130.00,,
MTD,SMART,USD,,,105900.0,1488.64,1580.69,,
STLD,SMART,USD,,,2223900.0,71.93,75.00,,
HZNP,SMART,USD,,,1522600.0,101.40,109.50,,
DBX,SMART,USD,,,5055500.0,31.67,32.45,,
MPWR,SMART,USD,,,349100.0,449.00,479.04,,
KKR,SMART,USD,,,2453900.0,65.19,70.00,,
DGX,SMART,USD,,,1091200.0,144.27,152.10,,
EFX,SMART,USD,,,621000.0,252.70,268.08,,
AMP,SMART,USD,,,592700.0,224.00,,,
WAT,SMART,USD,,,397200.0,392.83,415.40,,
FSR,SMART,USD,113520.0,NoMD,11338900.00,14.11,14.40,160898991.00,
MOS,SMART,USD,,,4773300.0,32.65,34.52,,
RMD,SMART,USD,,,576300.0,225.20,,,
AJG,SMART,USD,,,1123300.0,,175.00,,
TDG,SMART,USD,,,259900.0,567.52,,,
DAR,SMART,USD,,,2005800.0,63.16,80.61,,
FAST,SMART,USD,,,2845700.0,55.00,56.23,,
DOCS,SMART,USD,,,2067300.0,74.55,77.00,,
PCAR,SMART,USD,8114.0,NoMD,1936200.0,79.04,83.95,157103268.00,
TER,SMART,USD,,,1321300.0,117.30,119.60,,
VMC,SMART,USD,,,823900.0,182.92,195.99,,
ED,SMART,USD,,,2008700.0,76.20,78.08,,
AI,SMART,USD,,,3148300.0,48.50,49.38,,
WST,SMART,USD,,,357500.0,419.02,449.21,,
OGN,SMART,USD,30789.0,NoMD,4510800.0,34.21,34.65,154314468.00,
ANET,SMART,USD,,,419000.0,320.00,,,
ADM,SMART,USD,,,2442500.0,62.20,63.05,,
ENB,SMART,USD,,,3888000.0,38.15,40.10,,
WIX,SMART,USD,,,741100.0,203.00,212.00,,
