Symbol,Exchange,Currency,Trades Found,Take Profit,Profit,StopLoss,Loss,Wins,%
CFX,SMART,USD,9,0,5,2,2,5,55.56
DISH,SMART,USD,9,0,5,3,1,5,55.56
NKTR,SMART,USD,20,4,7,5,4,11,55
AX,SMART,USD,11,3,3,1,4,6,54.55
R,SMART,USD,11,3,3,2,3,6,54.55
EQT,SMART,USD,11,3,3,5,0,6,54.55
ALLK,SMART,USD,11,3,3,5,0,6,54.55
PII,SMART,USD,11,2,4,1,4,6,54.55
ITGR,SMART,USD,11,2,4,2,3,6,54.55
VIRT,SMART,USD,11,2,4,2,3,6,54.55
TROX,SMART,USD,11,2,4,2,3,6,54.55
NRG,SMART,USD,11,2,4,3,2,6,54.55
ACHC,SMART,USD,11,2,4,3,2,6,54.55
VICR,SMART,USD,11,2,4,4,1,6,54.55
BCO,SMART,USD,11,1,5,1,4,6,54.55
CSOD,SMART,USD,11,1,5,2,3,6,54.55
CWST,SMART,USD,11,1,5,2,3,6,54.55
ESI,SMART,USD,11,1,5,3,2,6,54.55
HALO,SMART,USD,11,1,5,4,1,6,54.55
LITE,SMART,USD,11,0,6,1,4,6,54.55
MO,SMART,USD,11,0,6,1,4,6,54.55
TRMB,SMART,USD,11,0,6,3,2,6,54.55
WMS,SMART,USD,11,0,6,3,2,6,54.55
