Symbol,Exchange,Currency,OPGs Found,Take Profit,Profit,StopLoss,Loss,Wins,%
JBL,SMART,USD,6,3,1,2,0,4,66.66666667
LCII,SMART,USD,6,3,1,2,0,4,66.66666667
AL,SMART,USD,6,3,1,2,0,4,66.66666667
PH,SMART,USD,6,3,1,2,0,4,66.66666667
SYNA,SMART,USD,6,3,1,2,0,4,66.66666667
EDU,SMART,USD,6,3,1,2,0,4,66.66666667
NEP,SMART,USD,6,3,1,2,0,4,66.66666667
PPC,SMART,USD,6,3,1,2,0,4,66.66666667
SITE,SMART,USD,6,3,1,2,0,4,66.66666667
PVH,SMART,USD,6,3,1,2,0,4,66.66666667
CHH,SMART,USD,6,3,1,2,0,4,66.66666667
MDC,SMART,USD,6,2,2,1,1,4,66.66666667
FICO,SMART,USD,6,2,2,1,1,4,66.66666667
APTV,SMART,USD,6,2,2,1,1,4,66.66666667
CNHI,SMART,USD,6,2,2,1,1,4,66.66666667
TS,SMART,USD,6,2,2,1,1,4,66.66666667
ACIW,SMART,USD,6,2,2,1,1,4,66.66666667
XRX,SMART,USD,6,2,2,2,0,4,66.66666667
SUN,SMART,USD,6,2,2,2,0,4,66.66666667
ATI,SMART,USD,6,2,2,2,0,4,66.66666667
ELY,SMART,USD,6,2,2,2,0,4,66.66666667
GOLF,SMART,USD,6,2,2,2,0,4,66.66666667
PRU,SMART,USD,6,1,3,2,0,4,66.66666667
COTY,SMART,USD,11,7,0,3,1,7,63.63636364
PHI,SMART,USD,11,4,3,1,3,7,63.63636364
BRKS,SMART,USD,8,5,0,1,2,5,62.5
TNDM,SMART,USD,8,5,0,3,0,5,62.5
AMRS,SMART,USD,8,5,0,3,0,5,62.5
TRN,SMART,USD,8,5,0,3,0,5,62.5
FND,SMART,USD,8,5,0,3,0,5,62.5
ABMD,SMART,USD,8,5,0,3,0,5,62.5
GRUB,SMART,USD,8,5,0,3,0,5,62.5
DIOD,SMART,USD,8,4,1,2,1,5,62.5
CVS,SMART,USD,8,4,1,2,1,5,62.5
MANH,SMART,USD,8,4,1,2,1,5,62.5
EMN,SMART,USD,8,4,1,2,1,5,62.5
ORA,SMART,USD,8,4,1,3,0,5,62.5
SQ,SMART,USD,8,4,1,3,0,5,62.5
CACC,SMART,USD,8,3,2,2,1,5,62.5
CIT,SMART,USD,8,3,2,2,1,5,62.5
ENTG,SMART,USD,8,3,2,2,1,5,62.5
WB,SMART,USD,8,3,2,3,0,5,62.5
BP,SMART,USD,8,3,2,3,0,5,62.5
CNQ,SMART,USD,8,3,2,3,0,5,62.5
X,SMART,USD,13,7,1,5,0,8,61.53846154
DCP,SMART,USD,13,6,2,5,0,8,61.53846154
TRQ,SMART,USD,10,6,0,3,1,6,60
YY,SMART,USD,10,6,0,4,0,6,60
TGTX,SMART,USD,10,6,0,4,0,6,60
THC,SMART,USD,10,6,0,4,0,6,60
SNBR,SMART,USD,10,5,1,3,1,6,60
MPC,SMART,USD,10,4,2,4,0,6,60
RYAAY,SMART,USD,10,3,3,3,1,6,60
MEOH,SMART,USD,5,3,0,1,1,3,60
SYF,SMART,USD,5,3,0,1,1,3,60
JLL,SMART,USD,5,3,0,1,1,3,60
BLKB,SMART,USD,5,3,0,1,1,3,60
VIRT,SMART,USD,5,3,0,1,1,3,60
TGNA,SMART,USD,5,3,0,1,1,3,60
CHGG,SMART,USD,5,3,0,1,1,3,60
SFNC,SMART,USD,5,3,0,1,1,3,60
IVZ,SMART,USD,5,3,0,2,0,3,60
VIAV,SMART,USD,5,3,0,2,0,3,60
KTOS,SMART,USD,5,3,0,2,0,3,60
DAL,SMART,USD,5,3,0,2,0,3,60
SID,SMART,USD,5,3,0,2,0,3,60
CC,SMART,USD,5,3,0,2,0,3,60
NRG,SMART,USD,5,3,0,2,0,3,60
TAL,SMART,USD,5,3,0,2,0,3,60
IBP,SMART,USD,5,3,0,2,0,3,60
INOV,SMART,USD,5,3,0,2,0,3,60
AGI,SMART,USD,5,3,0,2,0,3,60
BKR,SMART,USD,5,3,0,2,0,3,60
HBI,SMART,USD,5,3,0,2,0,3,60
CHDN,SMART,USD,5,3,0,2,0,3,60
ALLO,SMART,USD,5,3,0,2,0,3,60
REZI,SMART,USD,5,3,0,2,0,3,60
PCAR,SMART,USD,5,2,1,0,2,3,60
AAON,SMART,USD,5,2,1,0,2,3,60
GPC,SMART,USD,5,2,1,1,1,3,60
CSOD,SMART,USD,5,2,1,1,1,3,60
AMP,SMART,USD,5,2,1,1,1,3,60
EL,SMART,USD,5,2,1,1,1,3,60
FLEX,SMART,USD,5,2,1,1,1,3,60
SANM,SMART,USD,5,2,1,1,1,3,60
NWL,SMART,USD,5,2,1,1,1,3,60
UNVR,SMART,USD,5,2,1,2,0,3,60
AIG,SMART,USD,5,2,1,2,0,3,60
ANTM,SMART,USD,5,2,1,2,0,3,60
HXL,SMART,USD,5,2,1,2,0,3,60
MBT,SMART,USD,5,2,1,2,0,3,60
GLPG,SMART,USD,5,2,1,2,0,3,60
SHOP,SMART,USD,5,2,1,2,0,3,60
CADE,SMART,USD,5,2,1,2,0,3,60
TTD,SMART,USD,5,2,1,2,0,3,60
GE,SMART,USD,5,2,1,2,0,3,60
COHR,SMART,USD,5,2,1,2,0,3,60
EC,SMART,USD,5,2,1,2,0,3,60
SNP,SMART,USD,5,1,2,1,1,3,60
SMFG,SMART,USD,5,1,2,1,1,3,60
NCLH,SMART,USD,5,1,2,1,1,3,60
MUFG,SMART,USD,5,1,2,2,0,3,60
MIC,SMART,USD,5,1,2,2,0,3,60
CAJ,SMART,USD,5,1,2,2,0,3,60
PFE,SMART,USD,5,1,2,2,0,3,60
ARMK,SMART,USD,5,1,2,2,0,3,60
WK,SMART,USD,5,1,2,2,0,3,60
DHI,SMART,USD,5,1,2,2,0,3,60
QGEN,SMART,USD,5,1,2,2,0,3,60
SONY,SMART,USD,5,0,3,1,1,3,60
ESLT,SMART,USD,5,0,3,1,1,3,60
WD,SMART,USD,5,0,3,1,1,3,60
VSAT,SMART,USD,5,0,3,2,0,3,60
AY,SMART,USD,5,0,3,2,0,3,60
PAYS,SMART,USD,12,7,0,5,0,7,58.33333333
QTWO,SMART,USD,7,4,0,2,1,4,57.14285714
SSTK,SMART,USD,7,4,0,2,1,4,57.14285714
LB,SMART,USD,7,4,0,2,1,4,57.14285714
CTLT,SMART,USD,7,4,0,3,0,4,57.14285714
ETSY,SMART,USD,7,4,0,3,0,4,57.14285714
HMY,SMART,USD,7,4,0,3,0,4,57.14285714
APPS,SMART,USD,7,4,0,3,0,4,57.14285714
SHAK,SMART,USD,7,4,0,3,0,4,57.14285714
STNE,SMART,USD,7,4,0,3,0,4,57.14285714
BYND,SMART,USD,7,4,0,3,0,4,57.14285714
MO,SMART,USD,7,3,1,1,2,4,57.14285714
NUAN,SMART,USD,7,3,1,2,1,4,57.14285714
RUSHA,SMART,USD,7,3,1,2,1,4,57.14285714
CE,SMART,USD,7,2,2,0,3,4,57.14285714
WBA,SMART,USD,7,2,2,1,2,4,57.14285714
GS,SMART,USD,7,2,2,1,2,4,57.14285714
WERN,SMART,USD,7,2,2,2,1,4,57.14285714
OSK,SMART,USD,7,2,2,2,1,4,57.14285714
MT,SMART,USD,7,2,2,3,0,4,57.14285714
CMG,SMART,USD,7,2,2,3,0,4,57.14285714
JBT,SMART,USD,7,2,2,3,0,4,57.14285714
PACW,SMART,USD,7,2,2,3,0,4,57.14285714
LYB,SMART,USD,7,2,2,3,0,4,57.14285714
CHRW,SMART,USD,7,1,3,2,1,4,57.14285714
ESI,SMART,USD,9,4,1,4,0,5,55.55555556
EBR,SMART,USD,9,4,1,4,0,5,55.55555556
KEY,SMART,USD,9,3,2,3,1,5,55.55555556
DDD,SMART,USD,9,3,2,4,0,5,55.55555556
RL,SMART,USD,9,3,2,4,0,5,55.55555556
SPR,SMART,USD,9,2,3,3,1,5,55.55555556
